Date,Open,High,Low,Close,Adj Close,Volume
2017-04-20,48.500000,49.430000,48.470001,49.169998,48.311043,940200
2017-04-21,49.320000,49.349998,48.549999,48.660000,47.809956,1086300
2017-04-24,49.500000,49.849998,49.020000,49.349998,48.487904,834400
2017-04-25,49.840000,50.770000,49.840000,50.599998,49.716061,1326500
2017-04-26,50.529999,51.619999,50.529999,51.139999,50.246628,1618300
2017-04-27,51.090000,51.430000,50.700001,50.779999,49.892921,993200
2017-04-28,50.689999,51.340000,50.509998,50.869999,49.981350,2217500
2017-05-01,51.060001,51.060001,49.500000,49.650002,48.782665,2275900
2017-05-02,49.919998,51.919998,49.570000,49.970001,49.097069,3475000
2017-05-03,49.910000,50.470001,49.430000,50.220001,49.342705,1380700
2017-05-04,50.209999,50.509998,48.330002,48.630001,47.780479,2315600
2017-05-05,48.799999,50.009998,48.610001,49.980000,49.106899,1217800
2017-05-08,49.889999,50.090000,49.279999,49.619999,48.753185,996500
2017-05-09,49.669998,50.060001,48.970001,49.139999,48.281570,966800
2017-05-10,49.150002,49.770000,48.959999,49.759998,48.890739,964400
2017-05-11,49.619999,49.799999,48.759998,49.169998,48.311043,584000
2017-05-12,49.000000,49.150002,48.799999,49.049999,48.193142,750800
2017-05-15,49.549999,49.990002,49.389999,49.680000,48.812138,1443300
2017-05-16,50.000000,50.139999,49.049999,49.580002,48.713886,888100
2017-05-17,49.580002,49.580002,48.299999,48.340000,47.495544,1106700
2017-05-18,48.230000,48.830002,47.540001,48.560001,47.711704,1100300
2017-05-19,48.939999,49.779999,48.320000,49.110001,48.252098,1674100
2017-05-22,50.430000,50.430000,49.000000,49.110001,48.252098,1048300
2017-05-23,49.230000,49.480000,48.740002,49.470001,48.605804,724100
2017-05-24,49.419998,49.770000,48.889999,49.000000,48.144012,1170500
2017-05-25,49.119999,49.250000,47.840000,47.889999,47.053406,1626300
2017-05-26,47.860001,48.209999,47.509998,48.099998,47.259735,1219700
2017-05-30,47.860001,48.549999,47.480000,48.299999,47.456242,747200
2017-05-31,48.259998,48.520000,47.730000,48.500000,47.652748,1137000
2017-06-01,48.750000,49.529999,48.340000,49.299999,48.438770,1198600
2017-06-02,49.270000,49.330002,48.439999,48.590000,47.741177,1470700
2017-06-05,48.400002,48.820000,48.290001,48.560001,47.711704,898600
2017-06-06,48.279999,48.279999,47.310001,47.549999,46.719349,1549500
2017-06-07,47.599998,47.869999,45.919998,46.279999,45.471531,1308500
2017-06-08,46.279999,46.889999,45.860001,46.680000,45.864548,1474800
2017-06-09,46.750000,47.430000,46.599998,47.299999,46.473717,1737500
2017-06-12,47.520000,49.150002,47.500000,48.660000,47.809956,1481700
2017-06-13,48.639999,48.930000,48.290001,48.709999,47.859085,708500
2017-06-14,48.750000,48.750000,47.060001,47.470001,46.640743,1189100
2017-06-15,47.049999,47.910000,47.049999,47.450001,46.621098,718500
2017-06-16,47.549999,48.049999,47.299999,47.450001,46.621098,1277300
2017-06-19,47.700001,47.950001,47.119999,47.529999,46.699696,880500
2017-06-20,46.980000,47.160000,45.669998,46.000000,45.196426,1216700
2017-06-21,45.840000,45.880001,43.939999,44.040001,43.450134,1316600
2017-06-22,44.130001,44.459999,43.599998,44.250000,43.657318,2369000
2017-06-23,44.259998,44.889999,44.259998,44.470001,43.874371,2732800
2017-06-26,44.869999,45.770000,44.770000,45.500000,44.890575,1508700
2017-06-27,45.529999,45.799999,45.169998,45.310001,44.703121,1129100
2017-06-28,45.669998,46.040001,45.450001,45.639999,45.028698,793100
2017-06-29,45.720001,46.099998,45.220001,45.709999,45.097763,918600
2017-06-30,46.060001,46.740002,45.799999,46.430000,45.808121,1014100
2017-07-03,46.849998,47.340000,46.560001,46.939999,46.311283,393700
2017-07-05,46.910000,47.110001,46.220001,46.720001,46.094238,1418600
2017-07-06,46.759998,47.450001,46.180000,46.320000,45.699593,1888600
2017-07-07,46.330002,47.009998,46.029999,46.310001,45.689728,1231400
2017-07-10,46.209999,46.970001,46.029999,46.380001,45.758793,1010300
2017-07-11,45.750000,45.910000,45.150002,45.759998,45.147091,1129300
2017-07-12,46.250000,46.639999,45.939999,46.259998,45.640396,820000
2017-07-13,46.230000,46.290001,45.360001,45.779999,45.166824,1393800
2017-07-14,45.950001,46.500000,45.889999,46.169998,45.551598,1191700
2017-07-17,46.360001,46.650002,45.869999,45.900002,45.285217,1211800
2017-07-18,45.810001,46.320000,45.709999,46.119999,45.502270,923000
2017-07-19,46.150002,46.560001,46.029999,46.540001,45.916641,774400
2017-07-20,46.650002,46.869999,46.160000,46.590000,45.965977,899600
2017-07-21,46.340000,46.360001,45.860001,46.230000,45.610798,477500
2017-07-24,46.230000,46.360001,45.820000,46.240002,45.620663,857000
2017-07-25,46.759998,47.590000,46.549999,47.250000,46.617134,1186700
2017-07-26,47.369999,47.490002,46.529999,46.639999,46.015305,1246000
