Date,Open,High,Low,Close,Adj Close,Volume
2017-04-20,66.290001,66.480003,65.589996,66.120003,62.972630,838100
2017-04-21,66.160004,66.279999,64.800003,65.050003,61.953560,1085100
2017-04-24,65.500000,65.570000,63.150002,63.779999,60.744015,1186900
2017-04-25,63.889999,64.139999,63.360001,63.799999,60.763062,1150500
2017-04-26,63.790001,63.790001,62.000000,62.110001,59.153507,1123200
2017-04-27,62.110001,63.340000,62.110001,62.709999,59.724941,1107300
2017-04-28,62.700001,63.160000,61.980000,62.430000,59.458275,1548800
2017-05-01,62.500000,65.139999,61.680000,64.669998,61.591648,1917000
2017-05-02,64.720001,65.370003,64.440002,64.940002,61.848801,1680000
2017-05-03,64.419998,64.480003,61.680000,62.090000,59.788132,1203800
2017-05-04,61.869999,61.880001,60.209999,61.570000,59.287411,1609300
2017-05-05,61.610001,61.990002,61.259998,61.639999,59.354816,728900
2017-05-08,61.840000,61.959999,59.639999,60.099998,57.871906,1512300
2017-05-09,60.049999,60.150002,59.310001,59.639999,57.428963,1303800
2017-05-10,59.599998,60.970001,59.520000,60.529999,58.285965,1407300
2017-05-11,59.889999,59.950001,58.750000,59.500000,57.294155,1373600
2017-05-12,59.480000,59.590000,57.750000,58.209999,56.051975,1932400
2017-05-15,58.189999,59.040001,58.009998,58.299999,56.138641,1021500
2017-05-16,58.310001,58.490002,57.209999,57.439999,55.310524,1583700
2017-05-17,57.160000,57.709999,56.419998,57.490002,55.358669,1772800
2017-05-18,57.380001,58.270000,57.000000,58.139999,55.984573,1541600
2017-05-19,58.139999,59.990002,58.029999,59.349998,57.149708,1857300
2017-05-22,59.349998,59.900002,58.549999,58.560001,56.389004,1664000
2017-05-23,58.630001,58.900002,58.160000,58.200001,56.042351,1192800
2017-05-24,58.200001,59.270000,57.930000,59.220001,57.024536,1094700
2017-05-25,59.509998,60.570000,59.230000,60.169998,57.939312,1593000
2017-05-26,60.180000,60.349998,58.439999,58.770000,56.591213,1167200
2017-05-30,58.540001,58.750000,57.540001,57.549999,55.416443,1227700
2017-05-31,57.639999,58.049999,56.820000,57.410000,55.281631,2830600
2017-06-01,57.270000,58.599998,56.680000,58.310001,56.148270,1503800
2017-06-02,58.419998,58.689999,57.660000,57.799999,55.657173,1112400
2017-06-05,57.419998,57.549999,56.189999,56.799999,54.694248,1206800
2017-06-06,56.849998,57.720001,56.060001,57.380001,55.252747,1062800
2017-06-07,57.459999,58.830002,57.340000,58.240002,56.080864,1183400
2017-06-08,58.240002,58.560001,57.139999,57.220001,55.098682,792700
2017-06-09,57.250000,58.680000,56.730000,58.349998,56.186783,860800
2017-06-12,58.500000,60.209999,58.160000,59.430000,57.226749,1244500
2017-06-13,59.150002,60.160000,58.259998,59.389999,57.188229,1094800
2017-06-14,59.830002,59.950001,58.570000,58.860001,56.677883,1431300
2017-06-15,58.470001,59.630001,58.349998,58.740002,56.562328,1506900
2017-06-16,58.900002,58.980000,57.060001,57.770000,55.628288,2261900
2017-06-19,58.020000,58.200001,57.259998,57.470001,55.339413,2134700
2017-06-20,57.270000,57.720001,56.770000,57.580002,55.445339,1407200
2017-06-21,57.610001,57.849998,56.610001,56.830002,54.723137,1018700
2017-06-22,56.599998,57.270000,56.080002,57.160000,55.040901,1190200
2017-06-23,57.240002,58.049999,57.029999,57.450001,55.320152,1693700
2017-06-26,57.820000,59.130001,57.509998,58.570000,56.398628,1123800
2017-06-27,58.340000,59.200001,58.340000,58.830002,56.648994,726600
2017-06-28,59.099998,59.900002,58.919998,59.439999,57.236378,818500
2017-06-29,59.070000,60.070000,58.910000,58.950001,56.764542,713900
2017-06-30,59.290001,59.520000,57.759998,58.060001,55.907539,1365400
2017-07-03,58.480000,59.529999,58.250000,59.430000,57.226749,612200
2017-07-05,59.369999,59.369999,57.270000,57.950001,55.801617,1518800
2017-07-06,57.689999,57.810001,56.330002,56.939999,54.829056,1644800
2017-07-07,57.060001,57.560001,56.570000,57.330002,55.204605,943000
2017-07-10,57.490002,57.540001,56.889999,57.060001,54.944614,944900
2017-07-11,57.060001,57.060001,56.209999,56.470001,54.376484,1076300
2017-07-12,56.930000,58.130001,56.860001,56.889999,54.780914,1166300
2017-07-13,57.070000,57.900002,57.070000,57.590000,55.454964,986700
2017-07-14,57.980000,58.709999,57.740002,58.610001,56.437149,826500
2017-07-17,58.740002,59.439999,58.389999,59.049999,56.860836,1011900
2017-07-18,58.950001,59.049999,58.060001,58.480000,56.311970,1169100
2017-07-19,58.520000,59.070000,58.330002,58.610001,56.437149,1149100
2017-07-20,58.709999,59.099998,58.450001,58.930000,56.745285,797800
2017-07-21,58.840000,59.160000,58.070000,58.799999,56.620106,794900
2017-07-24,58.869999,58.959999,58.150002,58.349998,56.186783,805100
2017-07-25,58.480000,59.290001,58.009998,59.240002,57.043793,1206900
2017-07-26,59.330002,60.419998,59.029999,60.349998,58.112640,1403000
2017-07-27,60.160000,61.549999,59.680000,61.230000,58.960014,1095300
2017-07-28,60.980000,60.980000,57.750000,57.849998,55.705322,1542000
2017-07-31,57.980000,58.110001,57.029999,57.389999,55.262379,2619100
2017-08-01,57.930000,58.610001,57.090000,57.910000,55.763100,1360100
2017-08-02,57.470001,57.529999,54.980000,55.549999,53.490589,2450100
2017-08-03,56.340000,58.430000,56.000000,56.919998,54.809803,2737500
2017-08-04,56.980000,59.549999,56.889999,59.340000,57.140083,1768000
2017-08-07,59.380001,60.660000,58.970001,60.610001,58.363003,1745600
2017-08-08,60.470001,60.830002,59.049999,59.599998,57.390442,1064900
2017-08-09,59.900002,60.110001,58.930000,59.689999,57.477108,710000
2017-08-10,59.529999,59.529999,57.880001,57.889999,55.743843,1784100
2017-08-11,57.180000,57.860001,55.880001,56.720001,54.617218,1682800
2017-08-14,57.080002,57.939999,56.650002,57.439999,55.310524,1419500
2017-08-15,57.110001,57.450001,55.180000,55.619999,53.557999,2163400
2017-08-16,55.080002,55.560001,54.709999,54.840000,53.489719,2431600
2017-08-17,54.919998,55.490002,54.439999,54.480000,53.138580,1172700
2017-08-18,54.290001,54.290001,52.750000,53.139999,51.831577,2132100
2017-08-21,53.160000,53.419998,52.549999,53.230000,51.919361,1818000
2017-08-22,53.360001,53.580002,52.930000,53.029999,51.724281,1061400
2017-08-23,53.200001,53.869999,52.910000,53.779999,52.455818,2312800
2017-08-24,54.430000,55.380001,53.320000,53.380001,52.065666,1091700
2017-08-25,53.630001,54.450001,53.040001,54.259998,52.923996,1323800
2017-08-28,54.369999,54.419998,52.950001,53.080002,51.773056,997900
2017-08-29,53.180000,53.639999,52.459999,52.750000,51.451176,797100
2017-08-30,52.650002,53.220001,52.119999,53.169998,51.860836,911500
2017-08-31,53.330002,53.580002,52.660000,52.770000,51.470688,1205700
2017-09-01,52.980000,53.869999,52.720001,53.290001,51.977882,1551300
2017-09-05,53.250000,53.880001,52.959999,53.349998,52.036404,1177900
2017-09-06,53.610001,54.930000,53.340000,54.380001,53.041046,962000
2017-09-07,54.450001,54.740002,53.700001,54.570000,53.226364,1818200
2017-09-08,54.549999,54.619999,53.860001,54.230000,52.894737,1072400
2017-09-11,54.400002,54.750000,54.150002,54.389999,53.050800,1311100
2017-09-12,54.369999,54.759998,53.310001,53.619999,52.299755,1243600
2017-09-13,53.669998,54.490002,53.450001,54.480000,53.138580,1172100
2017-09-14,54.450001,55.939999,54.419998,55.779999,54.406570,1869300
2017-09-15,55.720001,55.939999,54.590000,55.630001,54.260269,4042400
2017-09-18,55.459999,55.459999,54.320000,54.500000,53.158089,1599100
2017-09-19,54.599998,54.599998,53.070000,53.139999,51.831577,1224100
2017-09-20,53.200001,53.240002,52.750000,52.970001,51.665764,1855200
2017-09-21,53.049999,53.450001,52.889999,52.919998,51.616993,1354400
2017-09-22,52.910000,53.110001,52.450001,52.720001,51.421917,572700
2017-09-25,52.820000,54.389999,52.799999,54.160000,52.826462,1368000
2017-09-26,54.959999,56.689999,54.400002,56.189999,54.806477,2558800
2017-09-27,55.950001,56.160000,54.799999,55.299999,53.938393,1619900
2017-09-28,55.290001,55.799999,54.720001,55.279999,53.918880,1026400
2017-09-29,55.279999,55.619999,54.520000,54.970001,53.616516,1313300
2017-10-02,54.889999,55.349998,54.599998,55.099998,53.743317,1039800
2017-10-03,55.139999,55.509998,54.669998,55.259998,53.899372,867400
2017-10-04,55.290001,56.820000,54.980000,56.480000,55.089336,1591500
2017-10-05,56.680000,57.910000,56.680000,57.119999,55.713577,1214800
2017-10-06,56.590000,56.959999,56.020000,56.439999,55.050320,1038600
2017-10-09,56.439999,57.310001,56.400002,56.930000,55.528259,1304100
2017-10-10,57.200001,58.150002,57.099998,57.680000,56.259792,1336100
2017-10-11,57.669998,58.320000,57.560001,57.830002,56.406101,963100
2017-10-12,57.689999,57.919998,56.939999,57.549999,56.132992,1398200
2017-10-13,57.790001,58.720001,57.169998,58.160000,56.727974,1254400
2017-10-16,57.849998,58.040001,57.049999,57.570000,56.152500,1148000
2017-10-17,57.520000,58.060001,57.380001,57.910000,56.484131,906700
2017-10-18,57.840000,58.410000,56.959999,57.080002,55.674564,1294500
2017-10-19,57.299999,57.619999,56.720001,57.119999,55.713577,1186500
2017-10-20,57.259998,57.389999,56.580002,56.759998,55.362442,2153200
2017-10-23,56.790001,57.689999,56.520000,57.580002,56.162258,1184500
2017-10-24,57.529999,57.650002,56.410000,56.700001,55.303921,935700
2017-10-25,56.680000,56.919998,55.349998,56.099998,54.718693,980600
2017-10-26,56.450001,57.119999,55.250000,57.049999,55.645302,1906900
2017-10-27,56.599998,56.910000,54.040001,56.560001,55.167370,2912100
2017-10-30,56.200001,56.680000,55.639999,55.700001,54.328545,2483500
2017-10-31,55.919998,57.250000,53.639999,54.599998,53.255627,3489200
2017-11-01,54.590000,55.270000,54.520000,54.970001,53.616516,2395900
2017-11-02,54.959999,55.810001,54.820000,55.650002,54.279778,1346700
