Date,Open,High,Low,Close,Adj Close,Volume
2017-04-20,18.049999,18.070000,17.620001,17.900000,17.411589,4053900
2017-04-21,17.879999,17.900000,17.530001,17.600000,17.119776,2976900
2017-04-24,17.750000,17.969999,17.740000,17.830000,17.343498,3087300
2017-04-25,17.990000,18.230000,17.850000,18.219999,17.722857,4189800
2017-04-26,18.230000,18.309999,18.049999,18.120001,17.625587,3158600
2017-04-27,18.230000,18.290001,17.990000,18.010000,17.518587,2720700
2017-04-28,18.000000,18.000000,17.610001,17.850000,17.362953,4706100
2017-05-01,17.920000,18.270000,17.790001,18.120001,17.625587,4213700
2017-05-02,18.080000,18.400000,18.010000,18.059999,17.567223,2795000
2017-05-03,18.100000,18.219999,17.959999,18.110001,17.615858,3271400
2017-05-04,18.100000,18.530001,18.010000,18.330000,17.829855,3291700
2017-05-05,18.389999,18.440001,17.889999,18.070000,17.576950,6963400
2017-05-08,18.070000,18.350000,17.959999,18.020000,17.528315,11549900
2017-05-09,17.990000,18.129999,17.770000,17.830000,17.343498,7138000
2017-05-10,19.150000,20.510000,19.090000,19.950001,19.405653,22473000
2017-05-11,19.969999,20.000000,19.299999,19.600000,19.065205,6712900
2017-05-12,19.600000,19.680000,19.180000,19.580000,19.045752,4256000
2017-05-15,19.620001,19.700001,19.170000,19.170000,18.646936,4232300
2017-05-16,19.270000,19.309999,18.850000,18.870001,18.355124,5461500
2017-05-17,18.870001,18.940001,18.629999,18.660000,18.150852,4529800
2017-05-18,18.600000,18.680000,18.230000,18.629999,18.121670,5122600
2017-05-19,18.660000,19.010000,18.480000,18.750000,18.238396,3198300
2017-05-22,18.730000,18.969999,18.730000,18.809999,18.296759,3128300
2017-05-23,18.830000,19.100000,18.809999,18.980000,18.462120,3374600
2017-05-24,18.990000,19.000000,18.770000,18.900000,18.384302,2638100
2017-05-25,18.990000,19.040001,18.690001,18.730000,18.218943,3802500
2017-05-26,18.790001,19.160000,18.790001,19.059999,18.664501,3887600
2017-05-30,19.059999,19.090000,18.860001,18.870001,18.478445,3135800
2017-05-31,18.930000,19.059999,18.740000,18.940001,18.546991,3796200
2017-06-01,19.080000,19.350000,18.930000,19.320000,18.919106,5596900
2017-06-02,19.330000,19.420000,19.059999,19.090000,18.693878,2818600
2017-06-05,19.150000,19.200001,18.879999,19.010000,18.615538,2412600
2017-06-06,18.950001,19.120001,18.830000,19.080000,18.684086,2845900
2017-06-07,19.030001,19.120001,18.770000,18.830000,18.439274,2443600
2017-06-08,18.830000,18.990000,18.430000,18.490000,18.106327,6022100
2017-06-09,18.620001,18.790001,18.480000,18.740000,18.351141,4074500
2017-06-12,18.760000,19.660000,18.750000,19.299999,18.899521,5650400
2017-06-13,19.299999,19.350000,18.969999,19.340000,18.938690,3712100
2017-06-14,19.420000,19.480000,19.180000,19.209999,18.811388,5050200
2017-06-15,19.180000,19.299999,18.930000,19.000000,18.605747,3654800
2017-06-16,19.000000,19.100000,18.830000,19.049999,18.654707,4211900
2017-06-19,19.090000,19.420000,19.049999,19.309999,18.909313,5472900
2017-06-20,19.270000,19.370001,19.030001,19.059999,18.664501,4936300
2017-06-21,19.110001,19.120001,18.820000,18.980000,18.586161,3578800
2017-06-22,18.990000,19.219999,18.740000,19.080000,18.684086,2748600
2017-06-23,19.080000,19.230000,18.959999,19.139999,18.742840,6349000
2017-06-26,19.139999,19.240000,19.090000,19.200001,18.801596,1996400
2017-06-27,19.139999,19.180000,18.820000,18.820000,18.429482,3759300
2017-06-28,18.950001,19.090000,18.799999,18.809999,18.419689,2918600
2017-06-29,18.830000,18.920000,18.540001,18.900000,18.507820,4761100
2017-06-30,18.969999,19.080000,18.719999,18.760000,18.370726,4057700
2017-07-03,18.809999,19.250000,18.760000,19.139999,18.742840,1524600
2017-07-05,19.100000,19.240000,18.750000,18.860001,18.468651,2589600
2017-07-06,18.790001,18.879999,18.629999,18.790001,18.400105,5870400
2017-07-07,18.870001,19.030001,18.750000,18.790001,18.400105,5807400
2017-07-10,18.820000,18.889999,18.350000,18.430000,18.047575,3569300
2017-07-11,18.400000,18.430000,18.120001,18.219999,17.841932,5823900
2017-07-12,18.350000,18.400000,18.040001,18.150000,17.773384,3253700
2017-07-13,18.139999,18.340000,18.070000,18.260000,17.881100,2163200
2017-07-14,18.330000,18.410000,18.280001,18.379999,17.998610,3766800
2017-07-17,18.360001,18.559999,18.250000,18.440001,18.057367,3279800
2017-07-18,18.420000,18.639999,18.379999,18.500000,18.116121,2720700
